CD_TURMA,DS_TURMA,TIPOCLASSE,GRAU
39316740,6° ANO 6B TARDE ANUAL,0,14
39891963,MATERNAL 2 B MANHA ANUAL,0,6
39377136,MULTISSERIADA A MANHA ANUAL,1,105
39323557,2ª SERIE C NOITE ANUAL,0,101
39356202,2ª SERIE B MANHA ANUAL,0,101
39320231,1ª SERIE H NOITE ANUAL,0,101
39900302,NÃO SERIADO  DB INTEGRAL ANUAL,0,109
39502261,6082 - DESENVOLVIMENTO DE SIST,46,104
39484149,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
40478787,5072 - RESTAURANTE E BAR - 2° ,0,35
39782668,3ª SERIE A MANHA ANUAL,41,101
39694325,NÃO SERIADO 2d TARDE ANUAL ,27,110
39561079,6° ANO B MANHA ANUAL,0,14
39561861,3° ANO C TARDE ANUAL,0,14
39734778,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39662337,MATERNAL 2 7C TARDE ANUAL,0,6
39626769,NÃO SERIADO  3A MANHA ANUAL,0,109
39323262,2ª SERIE D MANHA ANUAL,0,101
39628794,NÃO SERIADO  3H MANHA ANUAL,0,109
39368570,2ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39714543,MATERNAL 1 C TARDE ANUAL,0,6
39774061,MATERNAL 1 B INTEGRAL ANUAL,0,6
39344439,3ª SERIE B MANHA ANUAL,0,101
39350956,2ª SERIE E INTEGRAL ANUAL,32,101
39747156,MULTISSERIADA MD INTEGRAL ANUA,1,6
39443312,1ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39553652,8° ANO 8C TARDE ANUAL,0,14
40167167,4066 - SERVICOS JURIDICOS - 3°,0,35
39477825, 2F INTEGRAL ANUAL,1,6
39580668,NÃO SERIADO  A2 MANHA ANUAL,0,109
39474637, 9A TARDE ANUAL,0,14
39455768,7° ANO B INTEGRAL ANUAL,17,14
39445005,3° ANO F TARDE ANUAL,0,14
39846089,MULTISERIADA 3B INTEGRAL ANUAL,1,6
39318721,7° ANO E TARDE ANUAL,0,14
39361102,1ª SERIE B INTEGRAL ANUAL,32,101
39309206,9° ANO A MANHA ANUAL,0,14
39822202,7° ANO B TARDE ANUAL,0,14
39676238,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39907310,3º TERMO B NOITE 2º SEMESTRE,37,5
39271397,2ª SERIE B MANHA ANUAL,0,101
39346682,6° ANO D TARDE ANUAL,0,14
39287541,3° ANO A TARDE ANUAL,0,14
39430246,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39832077,4° ANO D TARDE ANUAL,0,14
39565941,1ª SERIE D NOITE ANUAL,0,101
40163888,4056 - LOGÍSTICA - 1° MODULO L,0,35
39349122,6° ANO B TARDE ANUAL,0,14
39372174,TEATRO - INFANTIL - MISTA E MA,25,31
39304209,6° ANO C TARDE ANUAL,0,14
39461997,3° ANO A MANHA ANUAL,0,14
39389425,MULTISSERIADA A TARDE ANUAL,1,6
39606393,NÃO SERIADO  3B MANHA ANUAL,0,109
39634154,NÃO SERIADO  3B TARDE ANUAL,27,110
39552779,8° ANO 8C MANHA ANUAL,0,14
39866557,3° NIVEL 9A TARDE ANUAL,0,26
39782927,7° ANO A MANHA ANUAL,0,14
39882321,6° ANO A MANHA ANUAL,0,14
39888151,EFN F TARDE 1° SEMESTRE,49,60
39740618,2ª SERIE G NOITE ANUAL,0,101
39770486,5° ANO A INTEGRAL ANUAL,0,14
39443974,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39611206,NÃO SERIADO  3M MANHA ANUAL,0,109
39287060,6° ANO A TARDE ANUAL,0,14
39776170,3° ANO A MANHA ANUAL,0,14
39454538,3° ANO A TARDE ANUAL,0,14
39540058,MULTISERIADA 7F TARDE ANUAL,1,6
39386509,BERÇÁRIO 1 B INTEGRAL ANUAL,0,6
39917650,2° TERMO A NOITE 2° SEMESTRE,37,5
39299795,3ª SERIE D MANHA ANUAL,0,101
39346218,2ª SERIE B MANHA ANUAL,0,101
39793774,1ª SERIE M2 MANHA ANUAL,0,101
39317390,9° ANO B TARDE ANUAL,0,14
39447082,1ª SERIE C INTEGRAL ANUAL,32,101
39741895,7° ANO A MANHA ANUAL,0,14
39671429,3° ANO C MANHA ANUAL,0,14
39819023,3ª SERIE A MANHA ANUAL,0,101
39288372,2ª SERIE C NOITE ANUAL,0,101
39297127,4° ANO A MANHA ANUAL,0,14
39788273,1ª SERIE E MANHA ANUAL,0,101
39533047, 1C INTEGRAL ANUAL,0,14
39352478,2° ANO B MANHA ANUAL,0,14
39803495,3ª SERIE MA MANHA ANUAL,0,101
39541707,NÃO SERIADA D MANHA ANUAL,43,9
39348093,8° ANO A TARDE ANUAL,0,14
39712126,5° ANO B MANHA ANUAL,0,14
39903853,2° NIVEL T1 TARDE ANUAL,0,26
39502958,1° ANO B TARDE ANUAL,0,14
39666007,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39487934,2ª ETAPA PRÉ-ESCOLA G TARDE AN,0,6
39615305,NÃO SERIADO  C2 INTEGRAL ANUAL,0,109
39491409,8° ANO B INTEGRAL ANUAL,17,14
39298107,6° ANO A INTEGRAL ANUAL,17,14
39298662,7° ANO A TARDE ANUAL,0,14
39532980,1° ANO 1C INTEGRAL ANUAL,0,14
39601005,NÃO SERIADO  3E INTEGRAL ANUAL,0,109
39334824,1ª SERIE B INTEGRAL ANUAL,32,101
39621616,NÃO SERIADO  3H NOITE ANUAL,0,109
39898706,EFN 5 TARDE ANUAL,49,60
39285389,7° ANO B TARDE ANUAL,0,14
39694766,NÃO SERIADO j2 TARDE ANUAL ,27,110
39407431,AEE G TARDE ANUAL,15,32
39371352,4° ANO A MANHA ANUAL,0,14
39309296,2ª SERIE B NOITE ANUAL,0,101
39287859,3ª SERIE B INTEGRAL ANUAL,32,101
39356876,3ª SERIE C INTEGRAL ANUAL,32,101
39356202,2ª SERIE B MANHA ANUAL,0,101
39689985,NÃO SERIADO 2E TARDE ANUAL ,27,110
39720830,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39605434,NÃO SERIADO  2C TARDE ANUAL,27,110
39632955,9° ANO B MANHA ANUAL,0,14
39806818,NÃO SERIADO  MA TARDE ANUAL,0,109
39721370,4° ANO BR TARDE ANUAL,0,14
39856932,6° ANO B MANHA ANUAL,0,14
39597890,MULTISERIADA 1B INTEGRAL ANUAL,1,6
39686379,1ª ETAPA PRÉ-ESCOLA D MANHA AN,0,6
39872367,BERÇÁRIO 2 2M MANHA ANUAL,0,6
39916869,MULTISSERIADA D TARDE 2° SEMES,1,5
39821574,1ª SERIE ML MANHA ANUAL,41,101
39590283,2ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39307799,2ª SERIE B MANHA ANUAL,0,101
39321194,3ª SERIE D NOITE ANUAL,0,101
39489957,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39305300,2ª SERIE D MANHA ANUAL,0,101
39584146,NÃO SERIADO  2D TARDE ANUAL,27,110
39332697,1ª SERIE C MANHA ANUAL,0,101
39644889,MULTISSERIADA E INTEGRAL ANUAL,0,58
39309629,6° ANO A TARDE ANUAL,0,14
39460826,3° ANO E TARDE ANUAL,0,14
40393296,1006 - ENFERMAGEM - 4° MODULO ,0,35
39691990,NÃO SERIADO  I2 TARDE ANUAL,27,110
39579448,NÃO SERIADO  B3 TARDE ANUAL,27,110
39266070,7° ANO B INTEGRAL ANUAL,17,14
39672125,NÃO SERIADO  IB  ANUAL,38,109
39587366,NÃO SERIADO  3D NOITE ANUAL,0,109
39540936,MULTISERIADA 7B MANHA ANUAL,1,6
39731533,NÃO SERIADO  3D NOITE ANUAL,0,109
39858752,8° ANO C TARDE ANUAL,0,14
39505483,1ª SERIE D TARDE ANUAL,0,101
39520165,MATERNAL 2 A INTEGRAL ANUAL,0,6
39500280,MULTISSERIADA B MANHA ANUAL,1,14
39404317,4° ANO B INTEGRAL ANUAL,0,14
39537545,6° ANO B INTEGRAL ANUAL,17,14
39331791,2° ANO B MANHA ANUAL,0,14
39707942,2ª ETAPA PRÉ-ESCOLA 5C INTEGRA,0,6
39786042,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39645438,NÃO SERIADO  2C TARDE ANUAL,27,110
39277618,2ª SERIE A MANHA ANUAL,0,101
39782608,6° ANO 6A MANHA ANUAL,0,14
39751053,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39344291,1ª SERIE C INTEGRAL ANUAL,32,101
39297579,7° ANO A INTEGRAL ANUAL,17,14
39289902,4° ANO C MANHA ANUAL,0,14
39349136,6° ANO A TARDE ANUAL,0,14
39536620, 7L TARDE ANUAL,1,6
39786399,MULTISERIADA 1A INTEGRAL ANUAL,1,6
39437377,6° ANO B MANHA ANUAL,0,14
39388807,MATERNAL 2 TE INTEGRAL ANUAL,0,6
39632768,NÃO SERIADO  B  ANUAL,38,109
39396052,7° ANO D INTERMEDIARIO ANUAL,0,14
39274329,1ª SERIE A INTEGRAL ANUAL,32,101
39429262,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39310863,2° ANO E TARDE ANUAL,0,14
39813108,1212 - INFORMATICA - 3° MODULO,0,35
39338389,1ª SERIE A INTEGRAL ANUAL,32,101
39349042,1ª SERIE A INTEGRAL ANUAL,32,101
39722349,2ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39727439,1° TERMO A NOITE 1° SEMESTRE,37,5
39694064,NÃO SERIADO 2B TARDE ANUAL ,27,110
39819700,6° ANO A1 MANHA ANUAL,0,14
39630655,NÃO SERIADA B MANHA ANUAL,43,9
39544057,MULTISERIADA 7H TARDE ANUAL,1,6
39469300, 3A INTEGRAL ANUAL,1,6
39356812,3ª SERIE 3B NOITE ANUAL,0,101
39803925,3ª SERIE A MANHA ANUAL,0,101
40298223,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39715207,MULTISSERIADA A NOITE 1° SEMES,1,4
39752021,NÃO SERIADO  I TARDE ANUAL,0,109
39294824,8° ANO A INTEGRAL ANUAL,17,14
39357199,8° ANO E TARDE ANUAL,0,14
39311594,1ª SERIE C MANHA ANUAL,0,101
39549563,5° ANO 5A MANHA ANUAL,0,14
39504008,4° ANO C TARDE ANUAL,0,14
39666635,1° ANO A MANHA ANUAL,0,14
39704891,MATERNAL 2 GI INTEGRAL ANUAL,0,6
39699097,MULTISSERIADA 2A INTEGRAL ANUA,1,6
39693177,NÃO SERIADO 2g TARDE ANUAL ,27,110
39718202,MATERNAL 2 C INTEGRAL ANUAL,0,6
39683819,MULTISERIADA 6K INTEGRAL ANUAL,1,6
39732356,MULTISSERIADA B MANHA 1° SEMES,1,5
39425998,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39521270,3ª SERIE C NOITE ANUAL,0,101
39922769,11° TERMO AN NOITE 2° SEMESTRE,0,4
39287805,3ª SERIE D MANHA ANUAL,0,101
39356615,3ª SERIE C NOITE ANUAL,0,101
39613135,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39519633,1ª SERIE D MANHA ANUAL,0,101
39451074,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39669355,MULTISERIADA 1F INTEGRAL ANUAL,1,6
39846148,1234 - INFORMATICA PARA INTERN,0,35
39351947,2ª SERIE 2 MANHA ANUAL,0,101
40166259,4053 - CONTABILIDADE - 1° MODU,0,35
39491733,5° ANO B MANHA ANUAL,0,14
40163463,346 - ELETROTECNICA - 4° MODUL,0,35
39316759,3ª SERIE E NOITE ANUAL,0,101
39565710,NÃO SERIADO  2D INTEGRAL ANUAL,0,109
39780428,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39315368,2° ANO B TARDE ANUAL,0,14
39286323,3ª SERIE A MANHA ANUAL,0,101
39626951,NÃO SERIADO  3G TARDE ANUAL,27,110
39625413,NÃO SERIADO  3A INTEGRAL ANUAL,0,109
39569599,4050 - ADMINISTRAÇÃO - 2ª SERI,46,99
39553907,9° ANO 9B MANHA ANUAL,0,14
39576300,6° ANO C TARDE ANUAL,0,14
39742812,1° ANO A MANHA ANUAL,0,14
39430801,2ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39774994,1° ANO F TARDE ANUAL,0,14
39652782,MULTISERIADA 4B INTEGRAL ANUAL,1,6
39335858,3ª SERIE C MANHA ANUAL,0,101
39793175,2ª SERIE F NOITE ANUAL,0,101
39582580,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39276862,8° ANO A INTEGRAL ANUAL,17,14
39441036,5° ANO C MANHA ANUAL,0,14
39591429,NÃO SERIADO  2A NOITE ANUAL,0,109
39270025,7° ANO B INTEGRAL ANUAL,17,14
39440347,6° ANO A MANHA ANUAL,0,14
39407639,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39339309,3ª SERIE A NOITE ANUAL,0,101
39274804,2ª SERIE B INTEGRAL ANUAL,32,101
39673804,5° ANO A INTEGRAL ANUAL,0,14
39540320,MULTISERIADA 7G TARDE ANUAL,1,6
39421934,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
39346326,1ª SERIE B NOITE ANUAL,0,101
39698892,MULTISSERIADA 3E TARDE ANUAL,1,6
39616484,MULTISERIADA 1A INTEGRAL ANUAL,1,6
39596640,NÃO SERIADO  D1 NOITE ANUAL,0,109
39296187,7° ANO A INTEGRAL ANUAL,17,14
39846298,2ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39889337,EFN C TARDE ANUAL,48,60
39294936,4° ANO A TARDE ANUAL,0,14
39324170,7° ANO B MANHA ANUAL,0,14
39540168,MULTISERIADA 7F TARDE ANUAL,1,6
39464916,1ª ETAPA PRÉ-ESCOLA IA INTEGRA,0,6
39763498,MULTISSERIADA A INTEGRAL ANUAL,1,6
39742483,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39631953,NÃO SERIADO  3C NOITE ANUAL,0,109
39817069,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39714858,MATERNAL 2 A INTEGRAL ANUAL,0,6
39845757,1° ANO D TARDE ANUAL,0,14
39839250,1006 - ENFERMAGEM - 1° MODULO ,0,35
39722194,2° ANO C TARDE ANUAL,0,14
39286687,3ª SERIE A MANHA ANUAL,0,101
39691975,NÃO SERIADO 3c TARDE ANUAL ,27,110
39807526,NÃO SERIADO  DS TARDE ANUAL,0,109
39364497,1ª SERIE B MANHA ANUAL,0,101
39267707,8° ANO A MANHA ANUAL,0,14
39760656,MULTISSERIADA MB INTEGRAL ANUA,1,6
39825898,BERÇÁRIO 1 01 TARDE ANUAL,0,6
39583848,NÃO SERIADO  2C MANHA ANUAL,0,109
39509962,3° ANO A MANHA ANUAL,0,14
39785295,2° NIVEL 4G TARDE ANUAL,0,26
39886514,NÃO SERIADO  D  ANUAL,38,109
39917257,MULTISSERIADA B2 NOITE 2° SEME,1,4
39845833,5° ANO B TARDE ANUAL,0,14
39542440,6° ANO 6B MANHA ANUAL,0,14
39417284,3° ANO B TARDE ANUAL,0,14
39529332,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39481057,NÃO SERIADO  2C MANHA ANUAL,0,109
39620396,NÃO SERIADO  3D INTEGRAL ANUAL,0,109
39307152,8° ANO C MANHA ANUAL,0,14
39731865,9° ANO B INTEGRAL ANUAL,17,14
39334406,2ª SERIE B INTEGRAL ANUAL,32,101
39420228,1° ANO A INTEGRAL ANUAL,0,14
39474191, 7H TARDE ANUAL,1,6
39303510,9° ANO B INTEGRAL ANUAL,17,14
39270363,2ª SERIE C NOITE ANUAL,0,101
39300780,9° ANO C MANHA ANUAL,0,14
39338021,6° ANO A MANHA ANUAL,0,14
39424889,1° ANO 1C TARDE ANUAL,0,14
39781116,2ª SERIE C MANHA ANUAL,41,101
39278985,2ª SERIE B INTEGRAL ANUAL,32,101
39792563,7° ANO A MANHA ANUAL,0,14
39863713,5° ANO B TARDE ANUAL,0,14
39528323,2ª ETAPA PRÉ-ESCOLA 5F TARDE A,0,6
39440604,MATERNAL 1 C INTEGRAL ANUAL,0,6
39775244,8° ANO A MANHA ANUAL,0,14
39487806,1ª SERIE B MANHA ANUAL,0,101
39472463, 2B TARDE ANUAL,0,14
39454125,2° ANO A MANHA ANUAL,0,14
39321864,4° ANO C MANHA ANUAL,0,14
39603765,MULTISERIADA 4B INTEGRAL ANUAL,1,6
39327434,1ª SERIE B MANHA ANUAL,0,101
39691667,NÃO SERIADO 2q TARDE ANUAL ,27,110
39686790,EEE CP MANHA ANUAL,8,14
39342142,6° ANO A TARDE ANUAL,0,14
39497439,1ª SERIE B MANHA ANUAL,0,101
39365777,6° ANO B MANHA ANUAL,0,14
39384639,1° ANO D MANHA ANUAL,0,14
39799443,2ª ETAPA PRÉ-ESCOLA BM MANHA A,0,6
39695607,NÃO SERIADO  G TARDE ANUAL,27,110
39604368,7° ANO D TARDE ANUAL,0,14
39401926,4° ANO A MANHA ANUAL,0,14
39618211,NÃO SERIADO  3C MANHA ANUAL,0,109
39579385,NÃO SERIADO  3K NOITE ANUAL,0,109
39317917,1ª SERIE A INTEGRAL ANUAL,32,101
39486945,1ª SERIE B INTEGRAL ANUAL,32,101
39302377,2° ANO B TARDE ANUAL,0,14
39547139,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39734827,2ª SERIE B TARDE ANUAL,0,101
39449341,9° ANO A INTEGRAL ANUAL,17,14
39900581,324 - MECANICA - 1° MODULO NB ,0,35
39440507,3° ANO A MANHA ANUAL,0,14
39301055,3ª SERIE A MANHA ANUAL,0,101
40159997,2° ANO M1 INTEGRAL ANUAL,0,14
39502662,1ª SERIE B INTEGRAL ANUAL,32,101
39293696,7° ANO C TARDE ANUAL,0,14
39530692,1ª ETAPA PRÉ-ESCOLA C MANHA AN,0,6
39797486,9° ANO A MANHA ANUAL,0,14
39622223,NÃO SERIADO  2E TARDE ANUAL,27,110
39385807,1° ANO G TARDE ANUAL,0,14
39356763,7° ANO B TARDE ANUAL,0,14
39697938,MATERNAL 2 M MANHA ANUAL,0,6
39734086,NÃO SERIADO  3T TARDE 1º SEMES,27,110
39311043,7° ANO B TARDE ANUAL,0,14
39275585,8° ANO D INTEGRAL ANUAL,17,14
39440731,BERÇÁRIO 1 B INTEGRAL ANUAL,0,6
39847398,7° ANO A MANHA ANUAL,0,14
39331056,3ª SERIE C NOITE ANUAL,0,101
39838235,NÃO SERIADO  BS TARDE ANUAL,0,109
39311795,9° ANO D MANHA ANUAL,0,14
39698116,9° ANO A MANHA ANUAL,0,14
39269435,7° ANO C TARDE ANUAL,0,14
39669208,1ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39553537,MULTISERIADA 7E MANHA ANUAL,1,6
39815462,3ª SERIE AH MANHA ANUAL,41,101
39630982,NÃO SERIADO  2B MANHA ANUAL,0,109
39285095,2ª SERIE B INTEGRAL ANUAL,32,101
39847598,3ª SERIE A MANHA ANUAL,0,101
39314467,2ª SERIE A INTEGRAL ANUAL,32,101
39594604,NÃO SERIADO  2F NOITE ANUAL,0,109
39832745,6074 - INFORMATICA PARA INTERN,0,90
39294109,1ª SERIE C INTEGRAL ANUAL,32,101
39383889,1° ANO 1C MANHA ANUAL,0,14
39336107,8° ANO A TARDE ANUAL,0,14
39643904,5° ANO 5C MANHA ANUAL,0,14
39432124,3° ANO C MANHA ANUAL,0,14
39358599,3ª SERIE D NOITE ANUAL,0,101
39546886,MULTISERIADA 7Q TARDE ANUAL,1,6
39642037,MATERNAL 2 D INTEGRAL ANUAL,0,6
39404946,MATERNAL 1 B INTEGRAL ANUAL,0,6
39507268,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39865191,NÃO SERIADO  B2 TARDE ANUAL,0,109
39337159,1ª SERIE D MANHA ANUAL,0,101
39410742,1ª ETAPA PRÉ-ESCOLA 1B TARDE A,0,6
39759322,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
39702690,NÃO SERIADO  A TARDE ANUAL,27,110
39377920,MULTISSERIADA 78 NOITE 1° SEME,1,4
39357107,4° ANO B INTEGRAL ANUAL,17,14
39697288,3° ANO B MANHA ANUAL,0,14
39686969,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39642347,NÃO SERIADO  3I INTEGRAL ANUAL,0,109
39687330,MULTISSERIADA 2D INTEGRAL ANUA,1,6
39401309,EEE I MANHA ANUAL,8,14
39319771,6° ANO B INTEGRAL ANUAL,17,14
39478638, 4B MANHA ANUAL,0,14
39874672,2° ANO C TARDE ANUAL,0,14
39696955,MULTISSERIADA 3C TARDE ANUAL,1,6
39701071,2° ANO A MANHA ANUAL,0,14
39830037,NÃO SERIADO  2A TARDE ANUAL,0,109
39315842,3ª SERIE B MANHA ANUAL,0,101
39328920,9° ANO C INTEGRAL ANUAL,17,14
39265379,7° ANO D TARDE ANUAL,0,14
39651108,4° ANO 4D INTEGRAL ANUAL,0,14
39560047,3° ANO B INTEGRAL ANUAL,0,14
39584565,MULTISERIADA 4D INTEGRAL ANUAL,1,6
39883325,MULTISSERIADA PT TARDE ANUAL,1,6
39644036,NÃO SERIADO  2C INTEGRAL ANUAL,0,109
39266052,8° ANO A TARDE ANUAL,0,14
39646542,MULTISERIADA 1B INTEGRAL ANUAL,1,6
39726387,NÃO SERIADO  T1 NOITE 1º SEMES,37,109
39598853,4056 - LOGÍSTICA - 2ª SERIE LG,46,104
39278561,3ª SERIE A MANHA ANUAL,0,101
39761800,3ª SERIE A MANHA ANUAL,41,101
39504055,8° ANO A INTEGRAL ANUAL,17,14
39551049,8° ANO 8B MANHA ANUAL,0,14
39472203, 6A TARDE ANUAL,0,14
39280645,1° ANO C TARDE ANUAL,0,14
39411626,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39501234,MATERNAL 1 B INTEGRAL ANUAL,0,6
39654527,MULTISSERIADA B TARDE ANUAL,1,6
39725651,NÃO SERIADO  1T NOITE 1º SEMES,37,109
39621354,4° TERMO A NOITE 1° SEMESTRE,47,5
39536841, 4C MANHA ANUAL,0,14
39813373,NÃO SERIADO  3B NOITE 1° SEMES,0,109
39444249,NÃO SERIADO  A3 MANHA ANUAL,0,109
39356148,3ª SERIE A NOITE ANUAL,0,101
39354563,1ª SERIE A INTEGRAL ANUAL,32,101
39600729,6082 - DESENVOLVIMENTO DE SIST,46,104
39283995,2ª SERIE C INTEGRAL ANUAL,32,101
39447619,5° ANO A MANHA ANUAL,0,14
39427250,1° ANO C TARDE ANUAL,0,14
40149852,1412 - ENFERMAGEM - 3° MODULO ,0,35
39828681,NÃO SERIADO  2D MANHA ANUAL,0,109
39879584,3° NIVEL T3 TARDE ANUAL,0,26
39357635,3ª SERIE B MANHA ANUAL,0,101
39437347,1° ANO 1C TARDE ANUAL,0,14
39812958,11154 - ACUCAR E ALCOOL - 2° M,0,35
39654518,NÃO SERIADO  D NOITE 1º SEMEST,39,109
39353263,3ª SERIE C INTEGRAL ANUAL,32,101
39702604,NÃO SERIADO  F2 TARDE ANUAL,27,110
39431563,6° ANO D TARDE ANUAL,0,14
39669993,4° ANO A MANHA ANUAL,0,14
39701011,7° ANO A TARDE ANUAL,0,14
39352618,9° ANO A MANHA ANUAL,0,14
39810728,4° ANO B MANHA ANUAL,0,14
39588189,MULTISERIADA 4A INTEGRAL ANUAL,1,6
39492539,1° ANO A MANHA ANUAL,0,14
39915784,MULTISSERIADA A NOITE 2° SEMES,39,5
39518447,NÃO SERIADO  2A TARDE ANUAL,27,110
39276039,7° ANO A MANHA ANUAL,0,14
40296613,3° ANO A MANHA ANUAL,0,14
39659518,4° TERMO A NOITE 1° SEMESTRE,47,5
39356958,7° ANO A MANHA ANUAL,0,14
39864458,AEE B TARDE ANUAL,15,32
39664065,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39448588,AEE A MANHA ANUAL,15,32
39518703,8° ANO G MANHA ANUAL,0,14
39361154,2ª SERIE H NOITE ANUAL,0,101
39287011,1ª SERIE B INTEGRAL ANUAL,32,101
39420905,2° ANO A INTEGRAL ANUAL,0,14
39450250,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39351277,3ª SERIE E NOITE ANUAL,0,101
39690985,NÃO SERIADO  3D TARDE ANUAL,27,110
39747354,9° ANO C MANHA ANUAL,0,14
39879856,2° NIVEL B INTERMEDIARIO ANUAL,0,26
39623450,NÃO SERIADO  3F MANHA ANUAL,0,109
39799168,2° ANO A MANHA ANUAL,0,14
39343464,2ª SERIE A INTEGRAL ANUAL,32,101
39265544,2° ANO A TARDE ANUAL,0,14
39294895,3° ANO B TARDE ANUAL,0,14
39738335,2ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39676900,MATERNAL 1 C TARDE ANUAL,0,6
39567299,NÃO SERIADO  2D TARDE ANUAL,27,110
39273846,3ª SERIE A MANHA ANUAL,0,101
39327088,1ª SERIE B MANHA ANUAL,0,101
39545376,6° ANO 6C MANHA ANUAL,0,14
39549807,5° ANO 5A TARDE ANUAL,0,14
39460785,1° ANO A MANHA ANUAL,0,14
39447501,3° ANO C MANHA ANUAL,0,14
39351273,6° ANO D TARDE ANUAL,0,14
39416398,MATERNAL 2 A INTEGRAL ANUAL,0,6
39618472,MATERNAL 1 A INTEGRAL ANUAL,0,6
39352329,3ª SERIE C NOITE ANUAL,0,101
39903213,3° NIVEL EB VESPERTINO ANUAL,0,26
39703325,MULTISSERIADA 2B INTEGRAL ANUA,1,6
39716403,MATERNAL 1 A INTEGRAL ANUAL,0,6
39528436,1ª SERIE D INTEGRAL ANUAL,32,101
39725751,1ª SERIE E INTEGRAL ANUAL,32,101
39499073,1ª SERIE F MANHA ANUAL,0,101
39478516, 9B TARDE ANUAL,0,14
39392161,6° ANO 6B TARDE ANUAL,0,14
39846046,4° ANO A INTEGRAL ANUAL,0,14
39597360,MULTISERIADA 2A INTEGRAL ANUAL,1,6
39311030,2ª SERIE A INTEGRAL ANUAL,32,101
39854025,1006 - ENFERMAGEM - 1° MODULO ,0,35
39621270,NÃO SERIADO  3A TARDE ANUAL,27,110
39460489,MATERNAL 1 A INTEGRAL ANUAL,0,6
39839600,346 - ELETROTECNICA - 3° MODUL,0,35
39312887,3ª SERIE A INTEGRAL ANUAL,32,101
39839602,4053 - CONTABILIDADE - 1° MODU,0,35
39327546,8° ANO D TARDE ANUAL,0,14
39530771,3° ANO B TARDE ANUAL,0,14
39747426,9125 - PANIFICACAO - 2° MODULO,0,35
39335051,7° ANO B INTEGRAL ANUAL,17,14
39354484,2° ANO A INTEGRAL ANUAL,17,14
39308480,3ª SERIE C INTEGRAL ANUAL,32,101
39301021,9° ANO A TARDE ANUAL,0,14
39444223,1° ANO B MANHA ANUAL,0,14
39857970,1015 - MASSOTERAPIA - 1° MODUL,0,35
39607440,NÃO SERIADO  3A INTEGRAL ANUAL,0,109
39612382,NÃO SERIADO  B TARDE ANUAL,27,110
39777909,9° ANO B MANHA ANUAL,0,14
39534912, 4B INTEGRAL ANUAL,1,6
39679720,MULTISERIADA 6B INTEGRAL ANUAL,1,6
39352515,2ª SERIE B NOITE ANUAL,0,101
39450297,1° ANO D MANHA ANUAL,0,14
39273247,2ª SERIE B INTEGRAL ANUAL,32,101
39691406,NÃO SERIADO 2d TARDE ANUAL ,27,110
39357920,7° ANO D TARDE ANUAL,0,14
39791712,8° ANO A MANHA ANUAL,0,14
39878101,NÃO SERIADO  2H TARDE ANUAL,0,109
39725227,8° ANO D TARDE ANUAL,0,14
39268948,2° ANO B TARDE ANUAL,0,14
39338549,3ª SERIE C NOITE ANUAL,0,101
39430118,8° ANO B TARDE ANUAL,0,14
39511659,1° ANO A TARDE ANUAL,0,14
39603327,MATERNAL 1 M MANHA ANUAL,0,6
39837865,NÃO SERIADO  3M INTEGRAL ANUAL,0,109
